City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Sumbe,AO,2020-07-02 03:35:54,-11.21,13.84,68.36,86,16,3.2
304,Healdsburg,US,2020-07-02 03:34:10,38.61,-122.87,66.0,67,1,10.29
305,Cabo San Lucas,MX,2020-07-02 03:23:09,22.89,-109.91,81.0,88,20,5.82
306,Pilar,BR,2020-07-02 03:35:54,-9.6,-35.96,69.8,100,40,3.36
307,Port Macquarie,AU,2020-07-02 03:26:37,-31.43,152.92,71.01,57,0,1.99
308,Adet,ET,2020-07-02 03:35:54,11.26,37.49,58.93,80,85,3.49
309,Mogadishu,SO,2020-07-02 03:26:27,2.04,45.34,78.21,80,100,18.05
310,Avera,US,2020-07-02 03:27:03,33.19,-82.53,75.2,89,1,5.82
311,Fershampenuaz,RU,2020-07-02 03:35:54,53.52,59.81,56.64,65,0,5.12
312,Pyapon,MM,2020-07-02 03:35:54,16.28,95.68,88.52,66,100,8.7
313,Coos Bay,US,2020-07-02 03:35:54,43.37,-124.22,60.01,87,1,12.75
314,Mehamn,NO,2020-07-02 03:27:02,71.04,27.85,44.6,93,90,11.41
315,Acapulco,MX,2020-07-02 03:27:10,16.86,-99.89,81.9,73,100,4.7
316,Pocatello,US,2020-07-02 03:35:55,42.87,-112.45,68.0,42,40,8.05
317,Orangeburg,US,2020-07-02 03:35:55,33.49,-80.86,77.0,88,1,3.33
318,Tautira,PF,2020-07-02 03:27:03,-17.73,-149.15,82.4,61,75,9.17
319,Hasaki,JP,2020-07-02 03:35:55,35.73,140.83,86.0,51,40,21.92
320,Hibbing,US,2020-07-02 03:32:42,47.43,-92.94,69.8,88,1,4.5
321,Assiniboia,CA,2020-07-02 03:35:55,49.63,-105.98,62.31,58,2,9.55
322,Tobane,BW,2020-07-02 03:35:55,-21.95,27.9,44.6,87,0,2.95
323,Marsaxlokk,MT,2020-07-02 03:35:55,35.84,14.54,75.99,47,0,5.82
324,Andenes,NO,2020-07-02 03:27:08,69.31,16.12,44.6,87,100,8.05
325,Antofagasta,CL,2020-07-02 03:35:55,-23.65,-70.4,59.0,77,90,2.24
326,Malinovoye Ozero,RU,2020-07-02 03:35:55,51.68,79.78,74.53,47,45,6.13
327,Fertorakos,HU,2020-07-02 03:35:56,47.72,16.65,62.01,93,85,3.36
328,Tulu Bolo,ET,2020-07-02 03:35:56,8.67,38.22,57.13,89,97,7.27
329,Faanui,PF,2020-07-02 03:26:39,-16.48,-151.75,79.77,80,100,21.43
330,Hammerfest,NO,2020-07-02 03:35:56,70.66,23.68,41.0,100,75,18.34
331,Yeppoon,AU,2020-07-02 03:27:02,-23.13,150.73,77.0,38,40,6.93
332,Srednekolymsk,RU,2020-07-02 03:26:46,67.45,153.68,49.93,62,98,13.04
333,Omboue,GA,2020-07-02 03:35:56,-1.57,9.26,72.5,87,100,4.14
334,Vieques,PR,2020-07-02 03:35:56,18.43,-65.83,84.2,88,40,3.36
335,Pietersburg,ZA,2020-07-02 03:35:56,-23.9,29.47,41.0,86,0,4.7
336,Lokachi,UA,2020-07-02 03:35:56,50.74,24.65,64.65,91,37,9.89
337,Banon,ES,2020-07-02 03:35:56,40.84,-1.19,71.6,88,0,8.05
338,Bandarbeyla,SO,2020-07-02 03:27:09,9.49,50.81,82.09,51,31,30.38
339,Christchurch,NZ,2020-07-02 03:31:55,-43.53,172.63,48.0,93,91,11.41
340,Kailua,US,2020-07-02 03:33:39,21.4,-157.74,84.2,66,90,9.17
341,Guryevsk,RU,2020-07-02 03:35:57,54.28,85.93,77.41,62,0,5.68
342,Mizan Teferi,ET,2020-07-02 03:35:57,6.98,35.58,61.5,91,100,1.74
343,Vanavara,RU,2020-07-02 03:26:45,60.34,102.28,80.91,39,35,7.43
344,Hirado,JP,2020-07-02 03:35:57,33.36,129.55,80.6,57,75,5.82
345,Qurayyat,SA,2020-07-02 03:35:57,31.33,37.34,66.2,34,0,16.11
346,Mattru,SL,2020-07-02 03:35:57,7.62,-11.83,73.35,99,100,0.31
347,Trapani,IT,2020-07-02 03:35:57,37.83,12.67,75.99,83,0,5.82
348,Ugoofaaru,MV,2020-07-02 03:27:06,5.67,73.0,83.66,74,100,8.39
349,Mhlume,SZ,2020-07-02 03:35:57,-26.03,31.85,51.8,87,0,2.24
350,Namatanai,PG,2020-07-02 03:26:42,-3.67,152.43,84.78,66,9,5.08
351,Tampilisan,PH,2020-07-02 03:35:57,8.02,122.68,85.19,69,5,2.3
352,Marzuq,YE,2020-07-02 03:26:54,14.4,46.47,78.91,48,100,6.31
353,Smidovich,RU,2020-07-02 03:35:58,48.6,133.82,67.51,61,5,9.93
354,Ornskoldsvik,SE,2020-07-02 03:33:09,63.29,18.72,42.8,70,0,3.36
355,Oni,GE,2020-07-02 03:35:58,42.58,43.44,69.33,53,1,2.8
356,Shitanjing,CN,2020-07-02 03:35:58,39.23,106.34,81.18,27,0,6.06
357,Severo-Kurilsk,RU,2020-07-02 03:26:34,50.68,156.12,47.55,92,100,2.77
358,Rosarito,MX,2020-07-02 03:35:58,32.33,-117.03,68.0,77,1,6.93
359,Kloulklubed,PW,2020-07-02 03:35:58,7.04,134.26,84.2,74,75,5.82
360,Nichinan,JP,2020-07-02 03:35:58,31.6,131.37,78.8,74,40,6.93
361,Meulaboh,ID,2020-07-02 03:35:58,4.14,96.13,84.74,66,19,2.84
362,Whyalla,AU,2020-07-02 03:35:59,-33.03,137.58,60.8,48,75,11.41
363,Hit,IQ,2020-07-02 03:35:59,33.64,42.83,88.16,21,0,15.61
364,Briancon,FR,2020-07-02 03:35:59,44.9,6.65,61.0,89,0,2.57
365,Sidi Ali,DZ,2020-07-02 03:35:59,36.1,0.42,72.63,56,0,5.1
366,Manakara,MG,2020-07-02 03:35:59,-22.13,48.02,62.6,88,30,5.1
367,Tiksi,RU,2020-07-02 03:26:19,71.69,128.87,44.2,67,22,8.19
368,Petropavlovsk-Kamchatskiy,RU,2020-07-02 03:35:59,53.05,158.65,51.8,100,90,8.95
369,Mandeville,JM,2020-07-02 03:35:59,18.04,-77.51,80.6,78,20,2.24
370,Boda,CF,2020-07-02 03:35:59,4.32,17.47,68.07,93,31,1.21
371,Husavik,IS,2020-07-02 03:26:32,66.04,-17.34,37.4,93,43,2.24
372,Maragheh,IR,2020-07-02 03:35:59,37.39,46.24,66.2,22,20,11.41
373,Pangnirtung,CA,2020-07-02 03:26:36,66.15,-65.71,51.6,46,1,1.66
374,Wanaka,NZ,2020-07-02 03:35:59,-44.7,169.15,38.52,76,0,0.27
375,Mushie,CD,2020-07-02 03:36:00,-3.02,16.9,73.08,65,3,2.46
376,Coihaique,CL,2020-07-02 03:36:00,-45.58,-72.07,33.8,86,90,2.24
377,Nirgua,VE,2020-07-02 03:36:00,10.16,-68.57,67.32,100,56,0.72
378,Bathsheba,BB,2020-07-02 03:26:35,13.22,-59.52,82.4,78,20,23.04
379,Zaranj,AF,2020-07-02 03:36:00,30.97,61.88,86.0,23,0,35.57
380,Anjiang,CN,2020-07-02 03:36:00,27.32,110.1,80.49,87,100,2.04
381,Agadez,NE,2020-07-02 03:33:09,19.75,10.25,81.27,15,0,4.7
382,Shenjiamen,CN,2020-07-02 03:36:00,29.96,122.3,75.11,90,99,13.04
383,Polis,CY,2020-07-02 03:36:00,35.04,32.43,70.0,72,0,2.24
384,Novikovo,RU,2020-07-02 03:36:00,51.15,37.89,67.01,75,0,2.24
385,Formiga,BR,2020-07-02 03:32:42,-20.46,-45.43,58.28,94,45,3.65
386,Kampli,IN,2020-07-02 03:36:01,15.4,76.62,79.16,72,100,14.61
387,Mayo,US,2020-07-02 03:23:47,38.89,-76.51,73.99,100,90,6.38
388,Cururupu,BR,2020-07-02 03:36:01,-1.83,-44.87,73.65,95,24,1.72
389,Pontes E Lacerda,BR,2020-07-02 03:36:01,-15.23,-59.34,62.1,70,0,5.17
390,Jalingo,NG,2020-07-02 03:36:01,8.88,11.37,73.08,91,44,2.62
391,Shenkursk,RU,2020-07-02 03:36:01,62.11,42.9,57.78,86,79,9.78
392,Brae,GB,2020-07-02 03:36:01,60.4,-1.35,46.4,75,100,10.29
393,Hualmay,PE,2020-07-02 03:36:01,-11.1,-77.61,59.5,85,57,7.43
394,Lavrentiya,RU,2020-07-02 03:26:36,65.58,-171.0,43.61,95,100,17.92
395,Vaitape,PF,2020-07-02 03:26:52,-16.52,-151.75,80.58,79,97,21.36
396,Guymon,US,2020-07-02 03:34:18,36.68,-101.48,84.2,48,1,14.99
397,Safford,US,2020-07-02 03:36:01,32.83,-109.71,87.8,31,1,11.41
398,Ulaangom,MN,2020-07-02 03:36:01,49.98,92.07,76.41,42,0,7.94
399,Vidim,RU,2020-07-02 03:36:02,56.41,103.11,87.75,28,0,8.08
400,Olga,RU,2020-07-02 03:36:02,43.74,135.29,68.74,57,52,7.92
401,Ziway,ET,2020-07-02 03:36:02,7.93,38.72,63.19,83,99,14.94
402,Salinopolis,BR,2020-07-02 03:31:28,-0.61,-47.36,78.44,83,17,8.81
403,Gizo,SB,2020-07-02 03:36:02,-8.1,156.84,82.27,76,80,9.8
404,Pionerskiy,RU,2020-07-02 03:36:02,54.95,20.23,59.0,93,75,4.47
405,Salto,UY,2020-07-02 03:35:59,-31.38,-57.97,41.0,93,96,3.96
406,Naro,IT,2020-07-02 03:36:02,37.29,13.79,75.99,100,0,1.99
407,Thessalon,CA,2020-07-02 03:36:02,46.25,-83.57,66.2,77,1,8.12
408,High Level,CA,2020-07-02 03:26:32,58.52,-117.14,59.0,100,90,9.17
409,Bilma,NE,2020-07-02 03:36:02,18.69,12.92,83.59,14,0,10.25
410,Kodiak,US,2020-07-02 03:26:43,57.79,-152.41,62.6,67,1,4.7
411,San Juan De Colon,VE,2020-07-02 03:36:03,8.03,-72.26,68.02,87,92,4.14
412,Nioro,GM,2020-07-02 03:27:09,13.35,-15.75,79.18,75,100,7.61
413,Kakrala,IN,2020-07-02 03:36:03,27.9,79.2,98.04,39,0,5.99
414,Panzhihua,CN,2020-07-02 03:36:03,26.59,101.71,76.73,70,100,0.38
415,San Javier,ES,2020-07-02 03:36:03,37.81,-0.84,73.99,88,0,2.24
416,Victoria Point,AU,2020-07-02 03:36:03,-27.58,153.3,73.99,67,63,1.99
417,Port Hardy,CA,2020-07-02 03:36:03,50.7,-127.42,59.0,67,40,11.41
418,Sagua La Grande,CU,2020-07-02 03:36:03,22.81,-80.08,73.4,88,75,3.36
419,Bengkulu,ID,2020-07-02 03:36:03,-3.8,102.27,83.44,61,79,4.7
420,Malakal,SS,2020-07-02 03:36:03,9.53,31.66,75.7,79,99,4.83
421,Texarkana,US,2020-07-02 03:34:39,33.43,-94.05,82.99,74,1,8.05
422,Elko,US,2020-07-02 03:27:00,41.0,-115.5,73.0,13,21,5.99
423,Glenwood Springs,US,2020-07-02 03:36:03,39.55,-107.32,78.8,29,1,9.17
424,Fort Smith,US,2020-07-02 03:33:20,35.39,-94.4,84.2,74,1,3.36
425,Touros,BR,2020-07-02 03:26:47,-5.2,-35.46,71.6,94,0,3.36
426,Najran,SA,2020-07-02 03:36:04,17.49,44.13,77.0,22,94,4.7
427,Chapais,CA,2020-07-02 03:26:26,49.78,-74.85,71.6,60,1,3.36
428,Marsh Harbour,BS,2020-07-02 03:36:04,26.54,-77.06,84.0,68,0,10.47
429,Harer,ET,2020-07-02 03:27:08,9.31,42.13,58.8,88,100,9.08
430,Ponta Grossa,BR,2020-07-02 03:31:49,-25.09,-50.16,40.01,91,45,3.27
431,Belle Fourche,US,2020-07-02 03:36:04,44.67,-103.85,71.01,39,22,7.43
432,Iquique,CL,2020-07-02 03:36:04,-20.22,-70.14,60.8,67,90,4.7
433,Cuamba,MZ,2020-07-02 03:36:04,-14.8,36.54,55.94,95,4,4.16
434,Korla,CN,2020-07-02 03:36:04,41.76,86.15,87.3,13,72,12.57
435,Bonaventure,CA,2020-07-02 03:36:05,48.05,-65.49,66.2,100,1,3.36
436,Yurimaguas,PE,2020-07-02 03:36:05,-5.9,-76.08,73.31,91,33,1.19
437,Lata,PT,2020-07-02 03:26:19,40.16,-8.33,61.0,91,6,2.37
438,Yatou,CN,2020-07-02 03:36:05,37.15,122.38,81.82,55,37,6.29
439,Anadyr,RU,2020-07-02 03:36:05,64.75,177.48,42.8,100,75,20.13
440,Severodvinsk,RU,2020-07-02 03:36:05,64.56,39.83,59.0,93,75,4.47
441,Nedjo,ET,2020-07-02 03:36:05,9.5,35.5,57.54,100,100,2.75
442,Koulikoro,ML,2020-07-02 03:36:05,14.0,-7.75,82.31,54,86,4.18
443,Novopokrovka,UA,2020-07-02 03:36:05,49.84,36.55,64.4,88,0,3.22
444,Rio Grande,BR,2020-07-02 03:24:34,-32.03,-52.1,46.0,91,75,4.0
445,Devonport,AU,2020-07-02 03:36:06,-41.17,146.35,59.0,53,26,10.0
446,Cacule,BR,2020-07-02 03:36:06,-14.5,-42.22,69.31,73,70,1.68
447,Oktyabrskiy,RU,2020-07-02 03:26:56,54.48,53.47,56.79,73,83,6.98
448,Aljezur,PT,2020-07-02 03:36:06,37.32,-8.8,66.0,83,2,8.97
449,Muisne,EC,2020-07-02 03:36:06,0.6,-80.03,74.88,85,100,8.08
450,Ridgecrest,US,2020-07-02 03:35:50,35.62,-117.67,89.6,14,1,13.87
451,Matiari,PK,2020-07-02 03:36:06,25.6,68.45,89.6,59,40,6.93
452,Yarada,IN,2020-07-02 03:26:30,17.65,83.27,86.0,79,20,9.17
453,Penzance,GB,2020-07-02 03:36:06,50.12,-5.54,55.4,93,41,10.29
454,Fare,PF,2020-07-02 03:23:04,-16.7,-151.02,80.31,79,45,22.37
455,Beringovskiy,RU,2020-07-02 03:26:21,63.05,179.32,42.8,97,100,14.54
456,Usinsk,RU,2020-07-02 03:36:07,65.99,57.53,61.05,57,83,17.45
457,Longhua,CN,2020-07-02 03:36:07,23.61,114.19,89.31,67,100,4.99
458,Teguldet,RU,2020-07-02 03:36:07,57.31,88.17,83.26,48,83,10.51
459,Galveston,US,2020-07-02 03:25:26,29.37,-94.97,84.2,83,90,14.99
460,Itaqui,BR,2020-07-02 03:32:45,-29.13,-56.55,45.07,85,90,9.84
461,Verkhoyansk,RU,2020-07-02 03:26:56,67.54,133.38,72.75,22,100,4.21
462,Buraydah,SA,2020-07-02 03:26:31,26.33,43.98,86.0,25,0,9.17
463,Muana,BR,2020-07-02 03:36:07,-1.53,-49.22,74.19,94,64,3.09
464,Calvinia,ZA,2020-07-02 03:36:07,-31.47,19.78,48.22,47,0,4.29
465,San Rafael,AR,2020-07-02 03:36:07,-34.62,-68.33,43.45,61,96,0.92
466,Porto Empedocle,IT,2020-07-02 03:36:07,37.29,13.53,75.99,100,0,1.99
467,Qixia,CN,2020-07-02 03:36:07,37.3,120.83,95.0,41,43,2.68
468,Chibuto,MZ,2020-07-02 03:36:08,-24.69,33.53,55.02,92,0,3.02
469,Miri,MY,2020-07-02 03:34:41,4.41,114.01,87.8,74,40,4.7
470,Wenzhou,CN,2020-07-02 03:36:08,28.0,120.67,83.79,70,100,4.99
471,Taoudenni,ML,2020-07-02 03:26:23,22.68,-3.98,90.81,16,0,2.37
472,Manutuke,NZ,2020-07-02 03:36:08,-38.68,177.92,51.01,71,100,17.0
473,Saint-Francois,FR,2020-07-02 03:36:08,46.42,3.91,66.2,68,90,9.17
474,Dong Hoi,VN,2020-07-02 03:36:08,17.48,106.6,88.92,59,99,10.36
475,Dasoguz,TM,2020-07-02 03:36:08,41.84,59.97,71.6,46,0,13.87
476,Emerald,AU,2020-07-02 03:27:12,-23.53,148.17,73.99,49,75,8.05
477,Forestville,US,2020-07-02 03:36:08,38.85,-76.88,77.0,88,1,1.77
478,Yabelo,ET,2020-07-02 03:36:09,4.88,38.08,56.68,92,100,11.52
479,Rochegda,RU,2020-07-02 03:36:09,62.8,43.25,57.78,93,99,7.87
480,Sobolevo,RU,2020-07-02 03:27:05,54.43,31.9,58.71,93,20,6.6
481,Ngaoundere,CM,2020-07-02 03:36:09,7.32,13.58,61.97,94,43,2.39
482,Vao,NC,2020-07-02 03:27:06,-22.67,167.48,68.31,57,0,14.74
483,Ulladulla,AU,2020-07-02 03:36:09,-35.35,150.47,68.0,42,86,19.46
484,Amapa,BR,2020-07-02 03:36:09,1.0,-52.0,70.16,98,1,0.67
485,Bordighera,IT,2020-07-02 03:36:09,43.78,7.66,75.2,78,90,2.24
486,Lazaro Cardenas,MX,2020-07-02 03:36:09,17.96,-102.2,80.69,72,100,1.7
487,Abu Samrah,SY,2020-07-02 03:36:09,35.3,37.18,74.75,51,0,6.02
488,Deutschlandsberg,AT,2020-07-02 03:36:09,46.82,15.22,59.0,93,20,2.24
489,Mareeba,AU,2020-07-02 03:36:10,-17.0,145.43,75.0,70,97,5.99
490,Champerico,GT,2020-07-02 03:36:10,14.3,-91.92,81.41,77,58,3.98
491,Huntsville,US,2020-07-02 03:33:33,34.73,-86.59,73.99,94,1,6.93
492,Chernyshevskiy,RU,2020-07-02 03:27:01,63.01,112.47,78.85,32,76,6.87
493,Bystryy Istok,RU,2020-07-02 03:36:10,52.37,84.39,68.68,76,91,5.5
494,Nyurba,RU,2020-07-02 03:36:10,63.28,118.33,80.82,32,78,11.14
495,Qui Nhon,VN,2020-07-02 03:27:02,13.77,109.23,88.86,59,44,8.41
496,Boende,CD,2020-07-02 03:36:10,-0.22,20.87,70.2,89,55,1.34
497,Syracuse,IT,2020-07-02 03:35:26,37.09,15.28,69.8,64,0,6.93
498,Dolinsk,RU,2020-07-02 03:36:10,47.35,142.8,57.2,87,20,11.18
499,Riyadh,SA,2020-07-02 03:31:12,24.69,46.72,89.6,22,0,5.82
500,Zinder,NE,2020-07-02 03:36:10,13.81,8.99,84.2,70,13,6.04
501,Gravdal,NO,2020-07-02 03:27:06,68.12,13.5,47.77,84,100,12.75
502,Shimoda,JP,2020-07-02 03:36:11,34.67,138.95,81.0,69,40,18.34
503,Puerto Escondido,MX,2020-07-02 03:26:59,15.85,-97.07,81.3,74,100,2.21
504,Serenje,ZM,2020-07-02 03:27:07,-13.23,30.24,47.48,92,1,7.99
505,Malatya,TR,2020-07-02 03:36:11,38.5,38.0,69.8,56,0,7.23
506,Tolaga Bay,NZ,2020-07-02 03:36:11,-38.37,178.3,50.58,79,100,28.5
507,Biak,ID,2020-07-02 03:26:57,-0.91,122.88,80.08,78,77,8.05
508,Oranjestad,AW,2020-07-02 03:34:32,12.52,-70.03,82.4,83,20,18.34
509,Kuytun,RU,2020-07-02 03:36:11,54.34,101.5,84.49,40,0,6.06
510,Remanso,BR,2020-07-02 03:36:11,-9.62,-42.08,75.34,59,9,12.15
511,Oistins,BB,2020-07-02 03:36:12,13.07,-59.53,82.4,78,20,23.04
512,Fairbanks,US,2020-07-02 03:32:03,64.84,-147.72,62.6,39,90,6.93
513,Necochea,AR,2020-07-02 03:26:32,-38.55,-58.74,43.0,96,100,1.99
514,Itupiranga,BR,2020-07-02 03:36:12,-5.13,-49.33,73.2,76,1,1.66
515,Hisar,IN,2020-07-02 03:36:12,29.17,75.72,104.18,30,0,6.55
516,Mezhdurechensk,RU,2020-07-02 03:36:12,53.69,88.06,79.09,57,15,3.94
517,Batman,TR,2020-07-02 03:36:12,37.89,41.13,64.4,77,32,2.24
518,Haines Junction,CA,2020-07-02 03:27:00,60.75,-137.51,68.25,25,17,4.32
519,Sao Felix Do Xingu,BR,2020-07-02 03:36:12,-6.64,-51.99,71.08,72,7,1.79
520,Canico,PT,2020-07-02 03:36:12,32.63,-16.85,69.8,73,40,8.05
521,Saint Anthony,US,2020-07-02 03:21:49,45.02,-93.22,81.0,74,1,2.75
522,Puerto Narino,CO,2020-07-02 03:36:13,-3.77,-70.38,71.6,100,40,2.24
523,Suoyarvi,RU,2020-07-02 03:36:13,62.08,32.35,57.11,78,43,7.92
524,Pochutla,MX,2020-07-02 03:26:37,15.74,-96.47,82.0,75,100,2.35
525,Henties Bay,NA,2020-07-02 03:27:00,-22.12,14.28,66.81,32,0,7.45
526,Tshikapa,CD,2020-07-02 03:36:13,-6.42,20.8,67.41,55,0,2.48
527,Samarai,PG,2020-07-02 03:26:41,-10.62,150.67,77.45,80,91,17.27
528,Alice Springs,AU,2020-07-02 03:31:17,-23.7,133.88,69.8,28,0,12.75
529,Quatre Cocos,MU,2020-07-02 03:26:56,-20.21,57.76,71.6,73,75,14.99
530,Mashhad,IR,2020-07-02 03:36:13,36.3,59.61,78.8,24,0,4.7
531,Caledon,ZA,2020-07-02 03:36:13,-34.23,19.43,45.0,97,31,4.45
532,Kieta,PG,2020-07-02 03:26:23,-6.22,155.63,84.34,65,3,4.12
533,Arandis,NA,2020-07-02 03:36:14,-22.42,14.97,63.63,27,0,15.86
534,Sychevka,RU,2020-07-02 03:36:14,55.83,34.27,59.72,89,100,8.03
535,Ballina,AU,2020-07-02 03:36:14,-28.87,153.57,73.0,49,10,6.93
